img_path;count
data\train\images\8634.tif;108
data\train\images\8635.tif;111
data\train\images\8636.tif;493
data\train\images\8637.tif;299
data\train\images\8638.tif;92
data\train\images\8639.tif;295
data\train\images\864.tif;228
data\train\images\8640.tif;1408
data\train\images\8641.tif;261
data\train\images\8642.tif;521
data\train\images\8643.tif;585
data\train\images\8644.tif;232
data\train\images\8645.tif;537
data\train\images\8646.tif;282
data\train\images\8647.tif;873
data\train\images\8648.tif;206
data\train\images\8649.tif;960
data\train\images\865.tif;151
data\train\images\8650.tif;186
data\train\images\8651.tif;540
data\train\images\8652.tif;879
data\train\images\8653.tif;231
data\train\images\8654.tif;323
data\train\images\8655.tif;122
data\train\images\8656.tif;1058
data\train\images\8657.tif;133
data\train\images\8658.tif;601
data\train\images\8659.tif;491
data\train\images\866.tif;53
data\train\images\8660.tif;149
data\train\images\8661.tif;713
data\train\images\8662.tif;107
data\train\images\8663.tif;1103
data\train\images\8664.tif;165
data\train\images\8665.tif;80
data\train\images\8666.tif;138
data\train\images\8667.tif;307
data\train\images\8668.tif;828
data\train\images\8669.tif;112
data\train\images\867.tif;107
data\train\images\8670.tif;653
data\train\images\8671.tif;915
data\train\images\8672.tif;164
data\train\images\8673.tif;704
data\train\images\8674.tif;185
data\train\images\8675.tif;767
data\train\images\8676.tif;259
data\train\images\8677.tif;103
data\train\images\8678.tif;728
data\train\images\8679.tif;417
data\train\images\868.tif;57
data\train\images\8680.tif;208
data\train\images\8681.tif;365
data\train\images\8682.tif;754
data\train\images\8683.tif;131
data\train\images\8684.tif;163
data\train\images\8685.tif;1181
data\train\images\8686.tif;301
data\train\images\8687.tif;448
data\train\images\8688.tif;546
data\train\images\8689.tif;734
data\train\images\869.tif;56
data\train\images\8690.tif;843
data\train\images\8691.tif;170
data\train\images\8692.tif;145
data\train\images\8693.tif;877
data\train\images\8694.tif;970
data\train\images\8695.tif;266
data\train\images\8696.tif;132
data\train\images\8697.tif;103
data\train\images\8698.tif;155
data\train\images\8699.tif;198
data\train\images\87.tif;58
data\train\images\870.tif;283
data\train\images\8700.tif;57
data\train\images\8701.tif;230
data\train\images\8702.tif;1522
data\train\images\8703.tif;125
data\train\images\8704.tif;204
data\train\images\8705.tif;136
data\train\images\8706.tif;1332
data\train\images\8707.tif;345
data\train\images\8708.tif;126
data\train\images\8709.tif;317
data\train\images\871.tif;203
data\train\images\8710.tif;164
data\train\images\8711.tif;1505
data\train\images\8712.tif;613
data\train\images\8713.tif;753
data\train\images\8714.tif;105
data\train\images\8715.tif;399
data\train\images\8716.tif;203
data\train\images\8717.tif;662
data\train\images\8718.tif;208
data\train\images\8719.tif;970
data\train\images\872.tif;442
data\train\images\8720.tif;89
data\train\images\8721.tif;422
data\train\images\8722.tif;103
data\train\images\8723.tif;83
data\train\images\8724.tif;643
data\train\images\8725.tif;185
data\train\images\8726.tif;125
data\train\images\8727.tif;174
data\train\images\8728.tif;272
data\train\images\8729.tif;212
data\train\images\873.tif;83
data\train\images\8730.tif;807
data\train\images\8731.tif;330
data\train\images\8732.tif;1163
data\train\images\8733.tif;350
data\train\images\8734.tif;67
data\train\images\8735.tif;462
data\train\images\8736.tif;225
data\train\images\8737.tif;173
data\train\images\8738.tif;96
data\train\images\8739.tif;1336
data\train\images\874.tif;97
data\train\images\8740.tif;113
data\train\images\8741.tif;683
data\train\images\8742.tif;175
data\train\images\8743.tif;657
data\train\images\8744.tif;487
data\train\images\8745.tif;785
data\train\images\8746.tif;166
data\train\images\8747.tif;222
data\train\images\8748.tif;538
data\train\images\8749.tif;693
data\train\images\875.tif;105
data\train\images\8750.tif;111
data\train\images\8751.tif;339
data\train\images\8752.tif;764
data\train\images\8753.tif;188
data\train\images\8754.tif;936
data\train\images\8755.tif;279
data\train\images\8756.tif;377
data\train\images\8757.tif;860
data\train\images\8758.tif;130
data\train\images\8759.tif;714
data\train\images\876.tif;140
data\train\images\8760.tif;202
data\train\images\8761.tif;141
data\train\images\8762.tif;609
data\train\images\8763.tif;545
data\train\images\8764.tif;161
data\train\images\8765.tif;803
data\train\images\8766.tif;301
data\train\images\8767.tif;603
data\train\images\8768.tif;699
data\train\images\8769.tif;428
data\train\images\877.tif;342
data\train\images\8770.tif;1338
data\train\images\8771.tif;140
data\train\images\8772.tif;227
data\train\images\8773.tif;454
data\train\images\8774.tif;183
data\train\images\8775.tif;473
data\train\images\8776.tif;788
data\train\images\8777.tif;678
data\train\images\8778.tif;133
data\train\images\8779.tif;88
data\train\images\878.tif;73
data\train\images\8780.tif;101
data\train\images\8781.tif;657
data\train\images\8782.tif;118
data\train\images\8783.tif;1099
data\train\images\8784.tif;116
data\train\images\8785.tif;550
data\train\images\8786.tif;159
data\train\images\8787.tif;254
data\train\images\8788.tif;486
data\train\images\8789.tif;189
data\train\images\879.tif;344
data\train\images\8790.tif;976
data\train\images\8791.tif;548
data\train\images\8792.tif;183
data\train\images\8793.tif;710
data\train\images\8794.tif;105
data\train\images\8795.tif;1512
data\train\images\8796.tif;263
data\train\images\8797.tif;205
data\train\images\8798.tif;210
data\train\images\8799.tif;333
data\train\images\88.tif;32
data\train\images\880.tif;376
data\train\images\8800.tif;110
data\train\images\8801.tif;455
data\train\images\8802.tif;640
data\train\images\8803.tif;186
data\train\images\8804.tif;621
data\train\images\8805.tif;1179
data\train\images\8806.tif;223
data\train\images\8807.tif;129
data\train\images\8808.tif;166
data\train\images\8809.tif;614
data\train\images\881.tif;345
data\train\images\8810.tif;145
data\train\images\8811.tif;269
data\train\images\8812.tif;769
data\train\images\8813.tif;121
data\train\images\8814.tif;646
data\train\images\8815.tif;92
data\train\images\8816.tif;724
data\train\images\8817.tif;233
data\train\images\8818.tif;717
data\train\images\8819.tif;228
data\train\images\882.tif;118
data\train\images\8820.tif;1039
data\train\images\8821.tif;182
data\train\images\8822.tif;248
data\train\images\8823.tif;151
data\train\images\8824.tif;481
data\train\images\8825.tif;1075
data\train\images\8826.tif;932
data\train\images\8827.tif;279
data\train\images\8828.tif;764
data\train\images\8829.tif;451
data\train\images\883.tif;54
data\train\images\8830.tif;115
data\train\images\8831.tif;450
data\train\images\8832.tif;244
data\train\images\8833.tif;117
data\train\images\8834.tif;118
data\train\images\8835.tif;249
data\train\images\8836.tif;135
data\train\images\8837.tif;159
data\train\images\8838.tif;129
data\train\images\8839.tif;203
data\train\images\884.tif;135
data\train\images\8840.tif;231
data\train\images\8841.tif;90
data\train\images\8842.tif;158
data\train\images\8843.tif;160
data\train\images\8844.tif;213
data\train\images\8845.tif;102
data\train\images\8846.tif;117
data\train\images\8847.tif;248
data\train\images\8848.tif;185
data\train\images\8849.tif;199
data\train\images\885.tif;287
data\train\images\8850.tif;168
data\train\images\8851.tif;364
data\train\images\8852.tif;216
data\train\images\8853.tif;156
data\train\images\8854.tif;125
data\train\images\8855.tif;129
data\train\images\8856.tif;136
data\train\images\8857.tif;192
data\train\images\8858.tif;114
data\train\images\8859.tif;224
data\train\images\886.tif;198
data\train\images\8860.tif;290
data\train\images\8861.tif;128
data\train\images\8862.tif;177
data\train\images\8863.tif;119
data\train\images\8864.tif;179
data\train\images\8865.tif;183
data\train\images\8866.tif;194
data\train\images\8867.tif;156
data\train\images\8868.tif;187
data\train\images\8869.tif;178
data\train\images\887.tif;219
data\train\images\8870.tif;184
data\train\images\8871.tif;126
data\train\images\8872.tif;157
data\train\images\8873.tif;143
data\train\images\8874.tif;201
data\train\images\8875.tif;337
data\train\images\8876.tif;225
data\train\images\8877.tif;184
data\train\images\8878.tif;129
data\train\images\8879.tif;183
data\train\images\888.tif;507
data\train\images\8880.tif;247
data\train\images\8881.tif;353
data\train\images\8882.tif;168
data\train\images\8883.tif;252
data\train\images\8884.tif;111
data\train\images\8885.tif;188
data\train\images\8886.tif;179
data\train\images\8887.tif;120
data\train\images\8888.tif;159
data\train\images\8889.tif;140
data\train\images\889.tif;207
data\train\images\8890.tif;111
data\train\images\8891.tif;205
data\train\images\8892.tif;143
data\train\images\8893.tif;147
data\train\images\8894.tif;129
data\train\images\8895.tif;158
data\train\images\8896.tif;122
data\train\images\8897.tif;414
data\train\images\8898.tif;189
data\train\images\8899.tif;275
data\train\images\89.tif;47
data\train\images\890.tif;124
data\train\images\8900.tif;137
data\train\images\8901.tif;119
data\train\images\8902.tif;276
data\train\images\8903.tif;106
data\train\images\8904.tif;143
data\train\images\8905.tif;243
data\train\images\8906.tif;225
data\train\images\8907.tif;309
data\train\images\8908.tif;467
data\train\images\8909.tif;127
data\train\images\891.tif;60
data\train\images\8910.tif;255
data\train\images\8911.tif;144
data\train\images\8912.tif;240
data\train\images\8913.tif;232
data\train\images\8914.tif;356
data\train\images\8915.tif;1002
data\train\images\8916.tif;773
data\train\images\8917.tif;457
data\train\images\8918.tif;175
data\train\images\8919.tif;1397
data\train\images\892.tif;66
data\train\images\8920.tif;53
data\train\images\8921.tif;226
data\train\images\8922.tif;110
data\train\images\8923.tif;58
data\train\images\8924.tif;762
data\train\images\8925.tif;4
data\train\images\8926.tif;399
data\train\images\8927.tif;215
data\train\images\8928.tif;82
data\train\images\8929.tif;147
data\train\images\893.tif;238
data\train\images\8930.tif;1088
data\train\images\8931.tif;296
data\train\images\8932.tif;90
data\train\images\8933.tif;2366
data\train\images\8934.tif;188
data\train\images\8935.tif;1704
data\train\images\8936.tif;68
data\train\images\8937.tif;425
data\train\images\8938.tif;165
data\train\images\8939.tif;87
data\train\images\894.tif;139
data\train\images\8940.tif;823
data\train\images\8941.tif;106
data\train\images\8942.tif;401
data\train\images\8943.tif;242
data\train\images\8944.tif;165
data\train\images\8945.tif;835
data\train\images\8946.tif;299
data\train\images\8947.tif;1569
data\train\images\8948.tif;128
data\train\images\8949.tif;130
data\train\images\895.tif;189
data\train\images\8950.tif;232
data\train\images\8951.tif;274
data\train\images\8952.tif;1150
data\train\images\8953.tif;139
data\train\images\8954.tif;30
data\train\images\8955.tif;869
data\train\images\8956.tif;118
data\train\images\8957.tif;432
data\train\images\8958.tif;116
data\train\images\8959.tif;728
data\train\images\896.tif;78
data\train\images\8960.tif;167
data\train\images\8961.tif;780
data\train\images\8962.tif;262
data\train\images\8963.tif;243
data\train\images\8964.tif;755
data\train\images\8965.tif;168
data\train\images\8966.tif;332
data\train\images\8967.tif;1439
data\train\images\8968.tif;128
data\train\images\8969.tif;86
data\train\images\897.tif;348
data\train\images\8970.tif;87
data\train\images\8971.tif;196
data\train\images\8972.tif;164
data\train\images\8973.tif;319
data\train\images\8974.tif;1251
data\train\images\8975.tif;166
data\train\images\8976.tif;2264
data\train\images\8977.tif;339
data\train\images\8978.tif;172
data\train\images\8979.tif;460
data\train\images\898.tif;162
data\train\images\8980.tif;119
data\train\images\8981.tif;91
data\train\images\8982.tif;48
data\train\images\8983.tif;95
data\train\images\8984.tif;146
data\train\images\8985.tif;60
data\train\images\8986.tif;228
data\train\images\8987.tif;955
data\train\images\8988.tif;212
data\train\images\8989.tif;203
data\train\images\899.tif;486
data\train\images\8990.tif;295
data\train\images\8991.tif;262
data\train\images\8992.tif;101
data\train\images\8993.tif;509
data\train\images\8994.tif;1340
data\train\images\8995.tif;357
data\train\images\8996.tif;48
data\train\images\8997.tif;1637
data\train\images\8998.tif;51
data\train\images\8999.tif;470
data\train\images\9.tif;38
data\train\images\90.tif;61
data\train\images\900.tif;273
data\train\images\9000.tif;719
data\train\images\9001.tif;210
data\train\images\9002.tif;125
data\train\images\9003.tif;276
data\train\images\9004.tif;99
data\train\images\9005.tif;558
data\train\images\9006.tif;720
data\train\images\9007.tif;167
data\train\images\9008.tif;76
data\train\images\9009.tif;1369
data\train\images\901.tif;143
data\train\images\9010.tif;321
data\train\images\9011.tif;1307
data\train\images\9012.tif;290
data\train\images\9013.tif;1743
data\train\images\9014.tif;129
data\train\images\9015.tif;91
data\train\images\9016.tif;330
data\train\images\9017.tif;585
data\train\images\9018.tif;473
data\train\images\9019.tif;191
data\train\images\902.tif;64
data\train\images\9020.tif;100
data\train\images\9021.tif;441
data\train\images\9022.tif;1324
data\train\images\9023.tif;362
data\train\images\9024.tif;480
data\train\images\9025.tif;101
data\train\images\9026.tif;219
data\train\images\9027.tif;616
data\train\images\9028.tif;121
data\train\images\9029.tif;97
data\train\images\903.tif;86
data\train\images\9030.tif;301
data\train\images\9031.tif;104
data\train\images\9032.tif;97
data\train\images\9033.tif;323
data\train\images\9034.tif;143
data\train\images\9035.tif;47
data\train\images\9036.tif;850
data\train\images\9037.tif;190
data\train\images\9038.tif;1283
data\train\images\9039.tif;325
data\train\images\904.tif;211
data\train\images\9040.tif;1484
data\train\images\9041.tif;204
data\train\images\9042.tif;1074
data\train\images\9043.tif;150
data\train\images\9044.tif;756
data\train\images\9045.tif;489
data\train\images\9046.tif;1158
data\train\images\9047.tif;229
data\train\images\9048.tif;732
data\train\images\9049.tif;1413
data\train\images\905.tif;172
data\train\images\9050.tif;176
data\train\images\9051.tif;894
data\train\images\9052.tif;788
data\train\images\9053.tif;213
data\train\images\9054.tif;1474
data\train\images\9055.tif;219
data\train\images\9056.tif;1059
data\train\images\9057.tif;205
data\train\images\9058.tif;698
data\train\images\9059.tif;1270
data\train\images\906.tif;150
data\train\images\9060.tif;127
data\train\images\9061.tif;1218
data\train\images\9062.tif;325
data\train\images\9063.tif;368
data\train\images\9064.tif;229
data\train\images\9065.tif;1560
data\train\images\9066.tif;2588
data\train\images\9067.tif;289
data\train\images\9068.tif;191
data\train\images\9069.tif;836
data\train\images\907.tif;333
data\train\images\9070.tif;264
data\train\images\9071.tif;38
data\train\images\9072.tif;1019
data\train\images\9073.tif;116
data\train\images\9074.tif;91
data\train\images\9075.tif;270
data\train\images\9076.tif;1117
data\train\images\9077.tif;155
data\train\images\9078.tif;101
data\train\images\9079.tif;189
data\train\images\908.tif;127
data\train\images\9080.tif;395
data\train\images\9081.tif;73
data\train\images\9082.tif;261
data\train\images\9083.tif;303
data\train\images\9084.tif;177
data\train\images\9085.tif;151
data\train\images\9086.tif;86
data\train\images\9087.tif;316
data\train\images\9088.tif;1242
data\train\images\9089.tif;234
data\train\images\909.tif;49
data\train\images\9090.tif;111
data\train\images\9091.tif;88
data\train\images\9092.tif;1523
data\train\images\9093.tif;215
data\train\images\9094.tif;235
data\train\images\9095.tif;150
data\train\images\9096.tif;70
data\train\images\9097.tif;150
data\train\images\9098.tif;1111
data\train\images\9099.tif;1905
data\train\images\91.tif;65
data\train\images\910.tif;222
data\train\images\9100.tif;159
data\train\images\9101.tif;1683
data\train\images\9102.tif;304
data\train\images\9103.tif;547
data\train\images\9104.tif;78
data\train\images\9105.tif;1020
data\train\images\9106.tif;136
data\train\images\9107.tif;116
data\train\images\9108.tif;244
data\train\images\9109.tif;1147
data\train\images\911.tif;392
data\train\images\9110.tif;138
data\train\images\9111.tif;279
data\train\images\9112.tif;31
data\train\images\9113.tif;366
data\train\images\9114.tif;1027
data\train\images\9115.tif;153
data\train\images\9116.tif;129
data\train\images\9117.tif;132
data\train\images\9118.tif;104
data\train\images\9119.tif;1343
data\train\images\912.tif;93
data\train\images\9120.tif;281
data\train\images\9121.tif;914
data\train\images\9122.tif;1424
data\train\images\9123.tif;228
data\train\images\9124.tif;113
data\train\images\9125.tif;96
data\train\images\9126.tif;125
data\train\images\9127.tif;9
data\train\images\9128.tif;871
data\train\images\9129.tif;360
data\train\images\913.tif;190
data\train\images\9130.tif;326
data\train\images\9131.tif;166
data\train\images\9132.tif;1551
data\train\images\9133.tif;197
data\train\images\9134.tif;74
data\train\images\9135.tif;156
data\train\images\9136.tif;98
data\train\images\9137.tif;2107
data\train\images\9138.tif;140
data\train\images\9139.tif;192
data\train\images\914.tif;93
data\train\images\9140.tif;133
data\train\images\9141.tif;47
data\train\images\9142.tif;93
data\train\images\9143.tif;313
data\train\images\9144.tif;78
data\train\images\9145.tif;1152
data\train\images\9146.tif;231
data\train\images\9147.tif;227
data\train\images\9148.tif;1923
data\train\images\9149.tif;118
data\train\images\915.tif;255
data\train\images\9150.tif;117
data\train\images\9151.tif;134
data\train\images\9152.tif;975
data\train\images\9153.tif;230
data\train\images\9154.tif;70
data\train\images\9155.tif;34
data\train\images\9156.tif;720
data\train\images\9157.tif;1536
data\train\images\9158.tif;164
data\train\images\9159.tif;196
data\train\images\916.tif;89
data\train\images\9160.tif;1133
data\train\images\9161.tif;1877
data\train\images\9162.tif;170
data\train\images\9163.tif;119
data\train\images\9164.tif;1148
data\train\images\9165.tif;203
data\train\images\9166.tif;157
data\train\images\9167.tif;84
data\train\images\9168.tif;82
data\train\images\9169.tif;471
data\train\images\917.tif;102
data\train\images\9170.tif;182
data\train\images\9171.tif;153
data\train\images\9172.tif;1790
data\train\images\9173.tif;108
data\train\images\9174.tif;112
data\train\images\9175.tif;167
data\train\images\9176.tif;530
data\train\images\9177.tif;59
data\train\images\9178.tif;93
data\train\images\9179.tif;174
data\train\images\918.tif;133
data\train\images\9180.tif;647
data\train\images\9181.tif;728
data\train\images\9182.tif;263
data\train\images\9183.tif;576
data\train\images\9184.tif;135
data\train\images\9185.tif;154
data\train\images\9186.tif;34
data\train\images\9187.tif;157
data\train\images\9188.tif;28
data\train\images\9189.tif;428
data\train\images\919.tif;203
data\train\images\9190.tif;829
data\train\images\9191.tif;127
data\train\images\9192.tif;1289
data\train\images\9193.tif;106
data\train\images\9194.tif;144
data\train\images\9195.tif;225
data\train\images\9196.tif;158
data\train\images\9197.tif;1790
data\train\images\9198.tif;229
data\train\images\9199.tif;131
data\train\images\92.tif;57
data\train\images\920.tif;178
data\train\images\9200.tif;693
data\train\images\9201.tif;149
data\train\images\9202.tif;116
data\train\images\9203.tif;695
data\train\images\9204.tif;158
data\train\images\9205.tif;131
data\train\images\9206.tif;49
data\train\images\9207.tif;243
data\train\images\9208.tif;143
data\train\images\9209.tif;151
data\train\images\921.tif;193
data\train\images\9210.tif;226
data\train\images\9211.tif;30
data\train\images\9212.tif;1426
data\train\images\9213.tif;258
data\train\images\9214.tif;268
data\train\images\9215.tif;109
data\train\images\9216.tif;451
data\train\images\9217.tif;182
data\train\images\9218.tif;51
data\train\images\9219.tif;168
data\train\images\922.tif;76
data\train\images\9220.tif;569
data\train\images\9221.tif;132
data\train\images\9222.tif;111
data\train\images\9223.tif;1410
data\train\images\9224.tif;108
data\train\images\9225.tif;98
data\train\images\9226.tif;1483
data\train\images\9227.tif;164
data\train\images\9228.tif;1068
data\train\images\9229.tif;118
data\train\images\923.tif;139
data\train\images\9230.tif;122
data\train\images\9231.tif;883
data\train\images\9232.tif;250
data\train\images\9233.tif;586
data\train\images\9234.tif;1523
data\train\images\9235.tif;47
data\train\images\9236.tif;177
data\train\images\9237.tif;1057
data\train\images\9238.tif;2714
data\train\images\9239.tif;216
data\train\images\924.tif;229
data\train\images\9240.tif;427
data\train\images\9241.tif;154
data\train\images\9242.tif;612
data\train\images\9243.tif;851
data\train\images\9244.tif;182
data\train\images\9245.tif;491
data\train\images\9246.tif;1575
data\train\images\9247.tif;250
data\train\images\9248.tif;835
data\train\images\9249.tif;1101
data\train\images\925.tif;148
data\train\images\9250.tif;2205
data\train\images\9251.tif;117
data\train\images\9252.tif;339
data\train\images\9253.tif;76
data\train\images\9254.tif;355
data\train\images\9255.tif;647
data\train\images\9256.tif;154
data\train\images\9257.tif;385
data\train\images\9258.tif;132
data\train\images\9259.tif;1336
data\train\images\926.tif;403
data\train\images\9260.tif;203
data\train\images\9261.tif;1270
data\train\images\9262.tif;476
data\train\images\9263.tif;116
data\train\images\9264.tif;202
data\train\images\9265.tif;749
data\train\images\9266.tif;1841
data\train\images\9267.tif;225
data\train\images\9268.tif;231
data\train\images\9269.tif;99
data\train\images\927.tif;203
data\train\images\9270.tif;133
data\train\images\9271.tif;211
data\train\images\9272.tif;28
data\train\images\9273.tif;896
data\train\images\9274.tif;139
data\train\images\9275.tif;344
data\train\images\9276.tif;97
data\train\images\9277.tif;614
data\train\images\9278.tif;600
data\train\images\9279.tif;208
data\train\images\928.tif;107
data\train\images\9280.tif;1456
data\train\images\9281.tif;1176
data\train\images\9282.tif;282
data\train\images\9283.tif;236
data\train\images\9284.tif;202
data\train\images\9285.tif;646
data\train\images\9286.tif;723
data\train\images\9287.tif;533
data\train\images\9288.tif;196
data\train\images\9289.tif;104
data\train\images\929.tif;132
data\train\images\9290.tif;40
data\train\images\9291.tif;88
data\train\images\9292.tif;578
data\train\images\9293.tif;182
data\train\images\9294.tif;1403
data\train\images\9295.tif;145
data\train\images\9296.tif;116
data\train\images\9297.tif;102
data\train\images\9298.tif;104
data\train\images\9299.tif;174
data\train\images\93.tif;75
data\train\images\930.tif;59
data\train\images\9300.tif;1208
data\train\images\9301.tif;150
data\train\images\9302.tif;383
data\train\images\9303.tif;162
data\train\images\9304.tif;170
data\train\images\9305.tif;151
data\train\images\9306.tif;1515
data\train\images\9307.tif;131
data\train\images\9308.tif;1020
data\train\images\9309.tif;73
data\train\images\931.tif;178
data\train\images\9310.tif;109
data\train\images\9311.tif;120
data\train\images\9312.tif;1353
data\train\images\9313.tif;165
data\train\images\9314.tif;116
data\train\images\9315.tif;595
data\train\images\9316.tif;540
data\train\images\9317.tif;69
data\train\images\9318.tif;401
data\train\images\9319.tif;296
data\train\images\932.tif;179
data\train\images\9320.tif;204
data\train\images\9321.tif;318
data\train\images\9322.tif;1281
data\train\images\9323.tif;688
data\train\images\9324.tif;1634
data\train\images\9325.tif;366
data\train\images\9326.tif;2341
data\train\images\9327.tif;790
data\train\images\9328.tif;107
data\train\images\9329.tif;175
data\train\images\933.tif;305
data\train\images\9330.tif;1694
data\train\images\9331.tif;195
data\train\images\9332.tif;186
data\train\images\9333.tif;94
data\train\images\9334.tif;747
data\train\images\9335.tif;304
data\train\images\9336.tif;1252
data\train\images\9337.tif;399
data\train\images\9338.tif;292
data\train\images\9339.tif;152
data\train\images\934.tif;64
data\train\images\9340.tif;248
data\train\images\9341.tif;161
data\train\images\9342.tif;1348
data\train\images\9343.tif;181
data\train\images\9344.tif;757
data\train\images\9345.tif;62
data\train\images\9346.tif;935
data\train\images\9347.tif;204
data\train\images\9348.tif;133
data\train\images\9349.tif;1027
data\train\images\935.tif;88
data\train\images\9350.tif;508
data\train\images\9351.tif;288
data\train\images\9352.tif;102
data\train\images\9353.tif;131
data\train\images\9354.tif;271
data\train\images\9355.tif;1419
data\train\images\9356.tif;74
data\train\images\9357.tif;343
data\train\images\9358.tif;427
data\train\images\9359.tif;105
data\train\images\936.tif;113
data\train\images\9360.tif;1293
data\train\images\9361.tif;122
data\train\images\9362.tif;1232
data\train\images\9363.tif;145
data\train\images\9364.tif;282
data\train\images\9365.tif;242
data\train\images\9366.tif;74
data\train\images\9367.tif;717
data\train\images\9368.tif;157
data\train\images\9369.tif;1625
data\train\images\937.tif;59
data\train\images\9370.tif;131
data\train\images\9371.tif;648
data\train\images\9372.tif;289
data\train\images\9373.tif;644
data\train\images\9374.tif;136
data\train\images\9375.tif;111
data\train\images\9376.tif;378
data\train\images\9377.tif;950
data\train\images\9378.tif;540
data\train\images\9379.tif;149
data\train\images\938.tif;315
data\train\images\9380.tif;2052
data\train\images\9381.tif;157
data\train\images\9382.tif;970
data\train\images\9383.tif;207
data\train\images\9384.tif;957
data\train\images\9385.tif;161
data\train\images\9386.tif;160
data\train\images\9387.tif;1172
data\train\images\9388.tif;174
data\train\images\9389.tif;669
data\train\images\939.tif;173
data\train\images\9390.tif;156
data\train\images\9391.tif;113
data\train\images\9392.tif;135
data\train\images\9393.tif;166
data\train\images\9394.tif;98
data\train\images\9395.tif;1261
data\train\images\9396.tif;458
data\train\images\9397.tif;197
data\train\images\9398.tif;100
data\train\images\9399.tif;133
data\train\images\94.tif;73
data\train\images\940.tif;180
data\train\images\9400.tif;418
data\train\images\9401.tif;79
data\train\images\9402.tif;136
data\train\images\9403.tif;103
data\train\images\9404.tif;564
data\train\images\9405.tif;1019
data\train\images\9406.tif;141
data\train\images\9407.tif;1135
data\train\images\9408.tif;219
data\train\images\9409.tif;35
data\train\images\941.tif;301
data\train\images\9410.tif;1150
data\train\images\9411.tif;100
data\train\images\9412.tif;125
data\train\images\9413.tif;1078
data\train\images\9414.tif;195
data\train\images\9415.tif;82
data\train\images\9416.tif;152
data\train\images\9417.tif;111
data\train\images\9418.tif;1977
data\train\images\9419.tif;159
data\train\images\942.tif;86
data\train\images\9420.tif;35
data\train\images\9421.tif;1427
data\train\images\9422.tif;147
data\train\images\9423.tif;233
data\train\images\9424.tif;84
data\train\images\9425.tif;77
data\train\images\9426.tif;727
data\train\images\9427.tif;166
data\train\images\9428.tif;110
data\train\images\9429.tif;278
data\train\images\943.tif;257
data\train\images\9430.tif;412
data\train\images\9431.tif;74
data\train\images\9432.tif;996
data\train\images\9433.tif;196
data\train\images\9434.tif;63
data\train\images\9435.tif;968
data\train\images\9436.tif;37
data\train\images\9437.tif;314
data\train\images\9438.tif;147
data\train\images\9439.tif;2174
data\train\images\944.tif;56
data\train\images\9440.tif;147
data\train\images\9441.tif;143
data\train\images\9442.tif;3015
data\train\images\9443.tif;142
data\train\images\9444.tif;229
data\train\images\9445.tif;202
data\train\images\9446.tif;957
data\train\images\9447.tif;799
data\train\images\9448.tif;256
data\train\images\9449.tif;88
data\train\images\945.tif;65
data\train\images\9450.tif;374
data\train\images\9451.tif;135
data\train\images\9452.tif;2116
data\train\images\9453.tif;1712
data\train\images\9454.tif;985
data\train\images\9455.tif;51
data\train\images\9456.tif;98
data\train\images\9457.tif;174
data\train\images\9458.tif;933
data\train\images\9459.tif;369
data\train\images\946.tif;179
data\train\images\9460.tif;1663
data\train\images\9461.tif;43
data\train\images\9462.tif;1425
data\train\images\9463.tif;442
data\train\images\9464.tif;588
data\train\images\9465.tif;244
data\train\images\9466.tif;817
data\train\images\9467.tif;235
data\train\images\9468.tif;104
data\train\images\9469.tif;198
data\train\images\947.tif;315
data\train\images\9470.tif;300
data\train\images\9471.tif;144
data\train\images\9472.tif;120
data\train\images\9473.tif;203
data\train\images\9474.tif;130
data\train\images\9475.tif;53
data\train\images\9476.tif;59
data\train\images\9477.tif;61
data\train\images\9478.tif;56
data\train\images\9479.tif;78
data\train\images\948.tif;68
data\train\images\9480.tif;36
data\train\images\9481.tif;43
data\train\images\9482.tif;89
data\train\images\9483.tif;38
data\train\images\9484.tif;46
data\train\images\9485.tif;68
data\train\images\9486.tif;76
data\train\images\9487.tif;63
data\train\images\9488.tif;89
data\train\images\9489.tif;43
data\train\images\949.tif;133
data\train\images\9490.tif;45
data\train\images\9491.tif;54
data\train\images\9492.tif;38
data\train\images\9493.tif;37
data\train\images\9494.tif;63
data\train\images\9495.tif;76
data\train\images\9496.tif;66
data\train\images\9497.tif;83
data\train\images\9498.tif;76
data\train\images\9499.tif;132
data\train\images\95.tif;47
data\train\images\950.tif;132
data\train\images\9500.tif;51
data\train\images\9501.tif;73
data\train\images\9502.tif;51
data\train\images\9503.tif;48
data\train\images\9504.tif;68
data\train\images\9505.tif;42
data\train\images\9506.tif;52
data\train\images\9507.tif;62
data\train\images\9508.tif;109
data\train\images\9509.tif;84
data\train\images\951.tif;99
data\train\images\9510.tif;67
data\train\images\9511.tif;110
data\train\images\9512.tif;63
data\train\images\9513.tif;121
data\train\images\9514.tif;50
data\train\images\9515.tif;62
data\train\images\9516.tif;53
data\train\images\9517.tif;105
data\train\images\9518.tif;78
data\train\images\9519.tif;44
data\train\images\952.tif;113
data\train\images\9520.tif;73
data\train\images\9521.tif;101
data\train\images\9522.tif;47
data\train\images\9523.tif;51
data\train\images\9524.tif;58
data\train\images\9525.tif;30
data\train\images\9526.tif;62
data\train\images\9527.tif;112
data\train\images\9528.tif;86
data\train\images\9529.tif;51
data\train\images\953.tif;99
data\train\images\9530.tif;41
data\train\images\9531.tif;71
